BATTERY,POWER,THERMAL,ADCS,COMMUNICATIONS,PROPULSION
0.6185523113378459,1.1733804288239778,0.3157652797448685,0.7235942979561443,3.2605381754125755,0.8723357223185033
0.5233904172858695,0.992860362851058,0.26718600593796565,1.381068460693069,2.7589169176567943,0.9184526612288629
0.442868814626505,0.9406305965621248,0.22608046656289402,1.3163892674410982,2.3344681610942106,0.8300990925099313
0.37473515083781195,1.588305691298127,0.19129885632244875,1.8351002420332725,1.975319213233563,0.960611152947242
0.31708358917045626,1.8058903109821398,0.16186826304207202,1.9185761847945646,1.6714239496591685,1.0959281079589196
0.2683014985288476,2.242023769175406,0.13696545334329172,2.049817676075518,1.414281803557758,0.9273237836575473
0.2270243449090249,2.1720754661190314,0.11589384513663144,2.211740942532522,1.1966999876257953,1.2677419858522199
0.4777298339493345,1.9506537736070975,0.0980640228079189,2.4201019601315865,1.055436558496815,1.0727047572595707
0.4042329364186676,1.8120414424578677,0.08297725006823908,2.767832817385381,0.8930617033434589,0.9076732561427138
0.3420432538927187,1.8867963215558758,0.07021151928851,3.166971950661828,0.755667595136773,0.7680312167361424
0.28942121483230043,1.5965199643934331,0.5757189749862648,2.991569009085294,0.6394110420388079,1.1520621162960054
0.2448948740888696,1.350901508332905,0.48714682498837786,2.532757897703202,0.5410401124943759,0.9748217907120048
0.20721873961365891,1.1430705070509195,0.4122011596055504,2.185304028643673,0.45780317211062577,0.8819076456784724
0.17533893351924984,0.9672135059661627,0.3487855965893119,2.436007540266576,0.3873719148628372,0.7462295463433227
0.14836371297782677,0.8184114281252146,0.2951262740371101,2.0619557298814715,0.3277762356531699,0.6459081478204565
0.12553852636585344,0.6925019776444125,0.2497222318775547,2.3034874017843614,0.2773491224757591,1.0818800586426094
0.1062249069249529,0.5859632118529643,0.2113034269733155,2.7199497642716732,0.2346800267102577,1.1982420902238202
0.08988261355188323,0.7186517039560597,0.17879520743895927,2.772069470976065,0.1985754072163719,1.4920233902835351
0.0760545191592858,1.4802048192674255,0.15128825244835015,2.34672006792716,0.16802534456769927,1.7971602574107164
0.06435382390401106,1.2524810009185907,0.12801313668706552,2.537650510066914,0.142175291557284,1.9350503774194763
0.05445323561108628,1.0597916161618846,0.1348709680391464,2.3344150532986743,0.12030216977924031,1.9344812426023168
0.04607581474784223,1.089122424887158,0.11412158834081615,2.7945953444585356,0.10179414365935718,2.4210311024949265
0.038987227863558814,1.0895539911462548,0.09656442090376752,3.2677043631054836,0.08613350617330222,2.41588650981142
0.03298919280762668,0.9219303002006772,0.08170835614934174,3.112217295549156,0.07288219753125573,2.0442116621481246
0.8373931430082776,0.864581129384325,0.06913783981867379,2.9892338217837806,0.2927538877300564,1.7297175602791823
0.7087190738808181,0.8115560928169985,0.058501249077339355,3.906098990031626,0.2815141981346306,1.4636071663900774
0.5996853702068461,0.8367130082993434,0.049501056911594836,3.6476433654076197,0.35776124995130143,1.2384368330992963
0.5074260824827159,0.9922116984615805,0.0418855096944264,3.0864674630372164,0.3235807354943586,1.0479080895455584
0.42947893301691675,1.0829049032380504,0.03544158512605311,2.794542878097531,0.33070093740636225,0.8866914603847031
0.3634052510143142,0.9163041488937349,0.029989033568198785,2.3661501473788835,0.29696551619272604,0.7502773895562872
0.3074967508582659,1.1860174470947753,0.025375336096168204,2.0021933684624167,0.9086551905051758,0.63485009885532
0.2601895584185326,1.0035532244648098,0.12281777866749678,1.6943031098259655,0.7688620842736105,0.8173840197970368
0.22016039558491224,0.849160420700993,0.10392273579557419,1.4336410929296632,0.6505756097699781,1.0857765728006414
0.18628956549492573,0.7185203559777632,0.0879346225962551,1.213080924786638,0.5504870544207506,1.288804513411105
0.15762963234186023,0.7855764273390771,0.07440621911990815,1.0264530902040783,0.4657967383560197,1.1143899559301769
0.13337891967388174,0.6647185154407576,0.06295910848607612,0.8685372301726817,0.3941357016858628,0.9429453473255344
0.11285908587789993,1.1652772664028452,0.8484151901708993,0.7349161178384229,0.5003034952976281,1.532305535675293
0.09552954062174886,0.9946927395796756,0.8741694492169488,0.6218520997094349,0.5225007830537165,1.2965662224944787
0.0809001377481656,2.667829916822244,1.0271491735501477,0.5261825459079833,0.4421160471992986,1.0970944959568665
0.06852229565985805,2.6140388492580975,1.0713060895672826,0.44523138499906284,0.437926940841905,0.9283107273481178
0.058161992577818455,2.244919634769045,0.9357321074788258,0.3767342488453609,0.5097149743811598,0.7854936923714843
0.04955087545851267,1.8995473832661154,1.01494844413402,0.3187751336383822,0.9749479234604514,0.7621951348674144
0.64957279852529,1.6073093243020975,1.911233944496825,0.26973280538632344,0.9682350371628539,0.6449343448878122
0.7244957538557096,1.360046863642222,2.4024817186303284,0.22823545071150447,1.1589910161291104,0.5457136764435333
0.7268766255684196,1.9456048102935826,3.12670068253248,0.19312230444819609,1.1692110014427055,0.9190128749629842
0.6184360264197674,1.646397543152563,3.6935929891654893,0.16341118068693516,1.0719410200203807,0.7776262788148328
0.914405801994561,1.7871884686241968,3.455971847428111,0.13827099904279128,0.9070270169403223,0.657991466689474
1.5214785121781769,2.3264331414231307,4.048135424173955,0.11699853765159263,1.06568949777358,0.5567620102757087
1.290317441552704,2.7238546695677983,4.5834831579189474,0.09899876262827069,1.2188777809277869,0.4711063163871382
1.2082567481221609,2.527231728620395,4.312235884510981,0.08376818376238289,1.0359485492229579,0.39862842155834766
1.0238356479773072,2.213097967489551,4.356609516658077,0.2734940324939562,0.8765718493425029,0.3373009720878326
0.8680616265311197,2.485816473005312,4.48631809129191,0.7813810858924096,0.8010096813377764,0.2854085148435507
0.7351102379140652,2.114522780315393,5.195834755280011,0.6611686111397311,0.6777774226704263,0.2414995125599275
0.622485650169586,1.792947461645582,5.292818097429718,0.5594503632720802,1.0966272281332665,0.20434574139686168
0.7160222044306234,1.5343214818742699,5.326329928386822,0.5981801568317081,1.7343070204325752,0.17290793502811375
0.6058680081436051,1.3808617387177746,4.938755568350529,0.6614272096373581,1.5469969239225065,0.14630671425455777
0.5126725344939604,2.0728802230155803,4.643296175414737,0.6394610172044228,1.3089973971651978,0.12379798898462581
0.43379983687950496,2.128051903374158,4.391393088353413,1.4252397657675098,1.1076131822167057,0.1047521445254526
0.3670614004365042,1.8688665834267524,4.82298320999572,1.5573547414502207,1.8362046861178918,0.3171008032575119
0.31059041575396507,1.5813486475149445,4.317346535936696,2.2564782847254934,1.7417591223934261,0.3686924956263429
0.26280727486873967,1.338064240204953,4.987927579992478,3.4859322329960487,1.8702752217284488,1.1651970455479954
0.22237538642739513,1.1322082032503449,4.226939433407535,4.156289070927321,1.807028023099851,1.2835744032477403
0.18816378851548818,0.9580223258272148,3.576641059037146,5.19323986393018,2.040503842430671,1.4673260758145985
0.1592155133592592,0.810634275699951,3.6965931996716317,5.273116081377373,2.3295409451808022,1.8585210841770339
0.13513081971142582,0.9147239524139813,4.189531000300326,5.274650845896068,2.2606460256951624,2.123018596750951
0.11576014957198104,0.7739971905041378,4.605030574226128,5.662713679429842,2.7687860922445724,2.4808317911715827
0.09795089579167626,0.9379377044629104,3.949706667998685,6.912887173213985,2.759340215842216,2.49506876871568
0.3131804508259931,0.7936395960840011,4.334641938121829,7.5721985241994,2.8712911506591072,2.558862952148211
0.26715020712256654,0.6715411966864625,4.16461534023108,8.47545900679894,3.228820795931276,2.6883217546908047
0.43486627378971565,0.5682271664270067,3.7858229143325377,8.194990108006378,3.2347730167359967,2.6926699786320594
0.36796377012975934,0.4808076023613133,4.244565848110288,7.725662478182284,3.322734439008934,2.9449801053344253
0.4546213500465861,0.40683720199803436,4.081042037854173,7.098609741015717,3.5213454647382116,3.3680769109563338
0.38467960388557293,0.34424686322910597,4.420281366177594,6.007883357518449,3.4000616510708044,4.27362644665386
0.3254981263647155,0.29128580734770504,3.8462070123172056,5.329666534494343,3.4948208696419387,4.542334894828947
0.2754214915393746,0.2464726062172889,3.874406420379049,4.509837275119322,3.3407855792096575,4.974339499590712
0.24064581530752957,0.20855374372232138,4.287416796058964,3.816191881440008,3.1886145560859185,5.499273451464112
0.20362338218329426,0.4350439883677343,3.7429651225256824,3.388860019935858,3.149252959635968,5.355368024586872
0.22359846249856286,0.3681141440034675,3.729880478554453,3.2573665878595492,2.7628349586689422,4.942550574418333
0.6402363563470109,0.7158921757257299,3.1560527126229987,2.756259283117155,2.3377834265660273,4.6569504288213786
1.2978713617398745,0.8504145484143815,2.67050614145023,2.3330657174097946,1.978124437863562,4.064447852584424
2.0393557962903803,0.7658858041816453,2.40440852689456,1.975561873369864,1.673797601269168,4.538177854371144
1.9019556163635585,0.6480572189229307,2.0344995227569354,1.6717168315440485,1.416290277996988,4.000016500314194
2.5486166835207826,0.5483561083194028,1.7214995961789452,1.5566677071081747,1.3262971562391945,3.384719525788985
2.7491560556110413,0.7772454880804094,1.5653152043384924,1.4147060539625549,1.122251439894703,2.8641315588472094
3.101193910092468,1.1235159163186639,1.7679653575869467,1.5225444787190459,1.5904196609277628,2.7175932294815945
2.624099678412111,1.2021061442664047,1.5654550227216844,1.2900832849575568,1.3457397130927224,2.299554911880369
2.7236627324419174,1.0171667374561886,1.3802647642695842,1.0946739976975959,1.1387028341553802,1.9458488160545098
2.741063799300846,1.0011450303786744,1.8113135052583835,0.9291254493501724,0.9635177827468602,2.030717484528117
2.5905477390513876,0.8471227180127243,1.5326498890647862,0.7892989095946373,0.8152842777088817,2.1514540858206974
2.1920019330434815,0.7167961460107667,1.2968575984394344,0.853397151569915,0.6898559272921306,1.8346466659333185
1.8547708664214073,0.6065198158552642,1.0973410448333676,0.7253628184310418,0.5837242461702644,1.6093632528441235
1.5694215023565756,0.5132090749544543,1.319481686785616,0.7067263216518874,0.9001003871245006,1.5344211276377915
1.327972040455564,0.434253832653769,1.1164845042032137,0.598706526660538,0.761623404489962,1.298356338770439
1.1236686496162465,0.6192400728011869,0.9447176574027192,0.507639813704592,0.6444505730299679,1.098609209728833
1.242428545834837,0.523972369293312,0.7993764793407624,0.4304003681568538,0.5453043310253575,0.9295924082320896
1.0512856926294774,0.44336123555587936,0.6763954825191066,0.6107295289711789,0.46141135702145636,0.7865781915809987
1.5353923154159517,0.37515181470112874,0.5723346390546287,0.7084761413644639,0.39042499440277073,0.6655661621069989
1.9192366856272673,0.4430882024740309,0.4842831561231474,0.7840785486714005,0.35931888992331795,0.5631713679366914
1.6239695032230723,0.3749207867087954,0.4097780551811247,1.210495967178345,0.30403906070434594,0.4765296190233543
1.6166653917163456,0.317240665676673,0.46815209549934067,1.2318967297549566,0.25726382059598507,0.4032173699428382
2.8501372697288825,0.5952905658020078,0.4163750616961771,1.605298286036004,0.21768477127352584,0.34118392841317075
3.2275381115885713,0.803898751907593,0.3523173598967652,1.3585781486262898,0.3818698698760961,0.288694093272683
3.2301913377032325,0.6805370391622574,0.3996070730192132,1.1504064053287195,0.32312065912592747,0.24427961738457787
3.650883543696743,0.6745159913769673,0.3496659821829941,1.321795575174579,0.2734097884911694,0.2066981377869505
4.476730096869083,0.7852569520419522,0.5200113704426503,1.3262061112832941,0.2313467441079126,0.17489842428126579
4.8561887957689835,0.9559939408779369,0.440009621143781,1.4655419698216243,0.19575493732207988,0.14799097439184028
4.897503916310798,0.9091479077658662,0.37231583327550694,1.2406502673089994,0.165638793118683,0.12522313217771103
4.144041775339907,0.7696507192774797,0.3150364743100444,1.2203723467756495,0.14015590186965485,0.1598897365965154
3.792881019738889,0.6512429163117137,0.26656932441619136,1.1807939768115352,0.11859345542816947,0.13529131558166688
3.2093608628559833,0.6132096551532602,0.2255586591213927,1.0365942508650428,0.10034830843922034,0.1144772670306412
2.715613037801216,0.5188697082066048,0.19085732694887073,1.0582786523365653,0.08491010714087874,0.09686537979515794
2.297826416601029,0.4390435992517425,0.16149466126442907,0.8954665519770936,0.07184701373458971,0.23808321138859598
1.9443146602008707,0.37149843013608985,0.13664932876220923,1.107786995961307,0.060793627006191286,0.20145502502111964
2.5468715791371674,0.44059096199290954,0.13814896250529773,0.9373582273518751,0.051440761312931085,0.17046194424863972
